"subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyAccJerkMag-mean()" "fBodyAccJerkMag-std()" "fBodyAccJerkMag-meanFreq()" "fBodyGyroMag-mean()" "fBodyGyroMag-std()" "fBodyGyroMag-meanFreq()" "fBodyGyroJerkMag-mean()" "fBodyGyroJerkMag-std()" "fBodyGyroJerkMag-meanFreq()" "activity"
1 0.27688027 -0.012721805 -0.10343832 -0.99481511 -0.97307692 -0.98535702 0.96920266 -0.15236144 0.081258077 -0.99726455 -0.98648794 -0.99469268 0.07139686 0.016842441 0.0010303821 -0.99123356 -0.97326434 -0.98501751 -0.024708255 -0.068884585 0.085481775 -0.98466387 -0.98821559 -0.98090404 -0.099442952 -0.032515146 -0.045512651 -0.98591085 -0.99371782 -0.98476218 -0.98804033 -0.98590171 -0.98804033 -0.98590171 -0.98441139 -0.98602515 -0.9852507 -0.98024776 -0.99126117 -0.99034063 -0.99288633 -0.970608 -0.98367242 -0.99581075 -0.97510993 -0.98683043 0.25452243 0.14580566 0.35600115 -0.99098572 -0.97345576 -0.9817322 -0.99233125 -0.97492899 -0.98706537 0.29814706 -0.11664159 0.075871412 -0.98191251 -0.98782272 -0.97727189 -0.9854689 -0.98846395 -0.98394887 -0.27981371 -0.051035768 0.0988292 -0.98569656 -0.98718871 0.38084257 -0.98476304 -0.98661714 0.50187561 -0.98345836 -0.98117839 -0.047159012 -0.99131428 -0.9892975 0.12050339 "STANDING"
1 0.27622817 -0.021441302 -0.10820234 -0.99824595 -0.98721376 -0.99272659 0.96925328 -0.15006376 0.082931213 -0.99812719 -0.99482045 -0.99230114 0.076084514 -0.0023115579 -0.0076736296 -0.99817933 -0.98978834 -0.98953173 -0.031173158 -0.074666711 0.091577535 -0.99416933 -0.99556652 -0.99579097 -0.094207555 -0.040316155 -0.057682038 -0.99571697 -0.9975568 -0.99655031 -0.99477563 -0.99611776 -0.99477563 -0.99611776 -0.99279492 -0.99527144 -0.99428671 -0.99563374 -0.99776102 -0.99781536 -0.99823935 -0.98491607 -0.9916394 -0.99818143 -0.98828445 -0.99319699 -0.079862491 0.28590026 0.59280773 -0.99819157 -0.98967537 -0.98895116 -0.99831707 -0.9906675 -0.98847204 0.36242301 0.085267402 0.23596642 -0.99258395 -0.99621833 -0.99512791 -0.99461526 -0.99509504 -0.99637239 0.076938014 -0.10682122 0.26552128 -0.9951378 -0.99671395 0.51963263 -0.99472936 -0.99480169 0.69936213 -0.99650333 -0.99552256 0.098996469 -0.99765225 -0.99787507 0.35144181 "STANDING"
1 0.278457 -0.020414761 -0.11273172 -0.99913488 -0.98468004 -0.99627424 0.9689963 -0.1523621 0.083150803 -0.99915165 -0.98730738 -0.99361292 0.077102002 0.017027167 -0.00098523943 -0.99919161 -0.99013839 -0.99282486 -0.029168611 -0.075944066 0.086183519 -0.99544544 -0.9971092 -0.99586602 -0.098994495 -0.040496948 -0.054137882 -0.99602372 -0.99888814 -0.99789314 -0.99532501 -0.99656707 -0.99532501 -0.99656707 -0.99486033 -0.9971272 -0.99630809 -0.99738797 -0.99860153 -0.99915139 -0.99937732 -0.98715877 -0.99581923 -0.99895036 -0.98325916 -0.9960017 0.01088487 0.047539322 0.49317233 -0.99953805 -0.98974889 -0.99267475 -0.99880527 -0.99138489 -0.99132934 0.27214463 0.19726357 0.14741231 -0.99448722 -0.99805671 -0.99645488 -0.99568481 -0.99646211 -0.99589308 0.024244269 -0.10457271 0.066322633 -0.99595367 -0.99678792 0.49124359 -0.99681887 -0.99631669 0.53634844 -0.99790693 -0.99725026 0.15665584 -0.99904671 -0.99905917 0.68989704 "STANDING"
1 0.27717497 -0.014712802 -0.10675647 -0.99918834 -0.99052638 -0.99336501 0.96904398 -0.15414125 0.081819604 -0.99957758 -0.99425118 -0.99511053 0.07761238 0.019489223 0.015207683 -0.99698535 -0.99236956 -0.9930363 -0.027087093 -0.071831343 0.083622237 -0.99761834 -0.99760953 -0.99617388 -0.10048744 -0.042113616 -0.053738021 -0.99751236 -0.99826836 -0.99637756 -0.99670013 -0.9983924 -0.99670013 -0.9983924 -0.99536254 -0.99600058 -0.99767246 -0.99841465 -0.99833451 -0.99915859 -0.99881956 -0.98880768 -0.99182892 -0.99938998 -0.9910295 -0.9941392 0.25197966 0.30563147 0.47807012 -0.99749097 -0.9920277 -0.99290396 -0.9966091 -0.99339182 -0.99152305 0.27096385 0.17085397 -0.022550317 -0.99630863 -0.997468 -0.99577517 -0.99806499 -0.99764892 -0.99660307 0.26934763 0.15387378 0.15501092 -0.99775726 -0.99848118 0.64707833 -0.99553335 -0.99545097 0.53008832 -0.99856385 -0.99842929 0.32533905 -0.999028 -0.99905443 0.74002287 "STANDING"
1 0.29794572 0.027093908 -0.061668123 -0.98864079 -0.8166986 -0.90190653 0.94489486 -0.29262334 -0.021435523 -0.9640453 -0.81461226 -0.86787383 0.066656163 -0.068367084 -0.033607601 -0.99027112 -0.98429137 -0.99104766 -0.010548201 0.15705425 -0.17452147 -0.97753165 -0.94186755 -0.91159041 -0.084175874 -0.080866451 0.0075315612 -0.98467008 -0.99282912 -0.98983733 -0.90458778 -0.83989567 -0.90458778 -0.83989567 -0.99047837 -0.98912684 -0.84050608 -0.882544 -0.99144905 -0.98971134 -0.98933967 -0.88341385 -0.95494861 -0.98817595 -0.79942945 -0.88547351 -0.048520309 -0.10885964 -0.32172944 -0.98924824 -0.98354471 -0.98933823 -0.9925346 -0.98646367 -0.99130793 0.43167873 -0.3119645 -0.067300167 -0.97246478 -0.95036887 -0.91031729 -0.97906665 -0.93741192 -0.91991214 -0.019135493 -0.18081037 0.032643334 -0.90383853 -0.83625317 -0.32224521 -0.98902608 -0.98780475 0.16897904 -0.91104074 -0.88447314 -0.17333539 -0.99024194 -0.98927719 0.13095849 "STANDING"
1 0.27920345 -0.023020143 -0.12208028 -0.99683904 -0.97484812 -0.98338551 0.95201342 -0.26311695 -0.0035761635 -0.99509379 -0.97591253 -0.97119457 0.074659313 -0.0012810862 -0.026636672 -0.99505528 -0.99527456 -0.99513244 -0.015810859 0.027702205 -0.02694145 -0.98874836 -0.96725751 -0.93401801 -0.099860486 -0.057413011 -0.022366509 -0.99476086 -0.99694746 -0.9966766 -0.98446381 -0.98754846 -0.98446381 -0.98754846 -0.99628275 -0.99754046 -0.93127833 -0.92308961 -0.99680193 -0.99809793 -0.9956289 -0.98317075 -0.98412856 -0.99746986 -0.97150398 -0.98329938 0.035257506 -0.17695413 0.37284782 -0.99478908 -0.99470375 -0.99357321 -0.99584517 -0.99645355 -0.995327 0.29352135 -0.038750943 0.31368835 -0.99083312 -0.97688822 -0.94907865 -0.98824485 -0.96247444 -0.93544517 -0.29813287 -0.30192144 -0.20795948 -0.99136765 -0.98608288 -0.076785005 -0.99681501 -0.99757854 0.54385269 -0.95640227 -0.91767988 -0.36092671 -0.997604 -0.99883527 0.66153997 "STANDING"
1 0.27903836 -0.014800378 -0.11684896 -0.99694116 -0.98186562 -0.98257653 0.95272437 -0.26509148 -0.0077089922 -0.99928053 -0.99197906 -0.97103653 0.076711586 0.012251865 0.010057325 -0.99481489 -0.99243002 -0.99605297 -0.013406816 -0.046264419 0.060933625 -0.98911045 -0.98218028 -0.97436137 -0.094790394 -0.05064817 -0.034809761 -0.99563871 -0.99702529 -0.99496175 -0.98904307 -0.99093187 -0.98904307 -0.99093187 -0.99552049 -0.99892631 -0.97236443 -0.98189323 -0.99690565 -0.99779235 -0.99619504 -0.98725851 -0.98768709 -0.99727628 -0.97932377 -0.97998327 0.018894579 -0.17377908 0.077119723 -0.99494893 -0.99233802 -0.99355517 -0.99509342 -0.99309147 -0.99760124 0.29810065 0.042417242 0.21892784 -0.99075452 -0.98614115 -0.97429588 -0.98869915 -0.98002865 -0.97655213 -0.1417567 -0.21375383 0.078100498 -0.99273157 -0.99011174 0.015215303 -0.99885264 -0.99774096 0.63655806 -0.98656987 -0.9816707 -0.098182183 -0.99733245 -0.9984604 0.56066755 "STANDING"
1 0.2801349 -0.013916951 -0.10637048 -0.99769492 -0.98751567 -0.99040744 0.95306401 -0.26471825 -0.011556695 -0.99863217 -0.99238313 -0.99072749 0.07525447 0.015419535 0.016625946 -0.99497881 -0.99145508 -0.99562514 -0.012725097 -0.077761376 0.094503668 -0.9891964 -0.9897621 -0.98196822 -0.10533471 -0.046139602 -0.046398495 -0.99646489 -0.99736626 -0.99343448 -0.99507155 -0.99268417 -0.99507155 -0.99268417 -0.99564686 -0.9967385 -0.9804895 -0.98867771 -0.99700147 -0.99768614 -0.99683409 -0.98804239 -0.98993731 -0.9981406 -0.98689854 -0.99059032 0.1330314 0.072583636 0.43064735 -0.99530791 -0.99136358 -0.99479031 -0.99500032 -0.99218538 -0.99493612 0.23929622 -0.067847456 0.13728835 -0.98907811 -0.99140219 -0.98219024 -0.98921392 -0.9887699 -0.98337078 0.01317909 -0.27067927 -0.12286176 -0.99343349 -0.99230619 0.19494092 -0.99635004 -0.99609913 0.48518842 -0.99244181 -0.98791994 -0.17698001 -0.99759265 -0.99761851 0.42861421 "STANDING"
1 0.27773106 -0.018210718 -0.10918803 -0.99749074 -0.99322197 -0.99612795 0.95360569 -0.26305774 -0.011094388 -0.9987754 -0.99697129 -0.99493392 0.075021356 0.0042103143 -0.0051048322 -0.99576851 -0.99245139 -0.99513475 -0.02464236 -0.087790863 0.10782187 -0.99128786 -0.99769748 -0.99533142 -0.10413693 -0.041083288 -0.054341093 -0.99617306 -0.99845498 -0.99594305 -0.99872681 -0.99741361 -0.99872681 -0.99741361 -0.99585704 -0.99731242 -0.98856897 -0.99388286 -0.99808075 -0.99848741 -0.99680119 -0.99094436 -0.99596151 -0.99781366 -0.99394956 -0.99565162 0.046132032 0.26334564 0.3271787 -0.99575245 -0.9924115 -0.99550105 -0.99615735 -0.99303791 -0.9931084 0.32829076 -0.052247515 0.066680889 -0.99051434 -0.99790133 -0.99428753 -0.99146979 -0.99749133 -0.99613008 -0.032881452 -0.032916715 0.071666087 -0.99704386 -0.99731449 0.53206601 -0.99674065 -0.99704535 0.43731909 -0.9956098 -0.99348569 -0.10858525 -0.99850483 -0.99819704 0.34841264 "STANDING"
1 0.27556818 -0.016979698 -0.11142918 -0.99781139 -0.9905223 -0.99762104 0.95359464 -0.26348997 -0.011425851 -0.9987486 -0.99585747 -0.99422799 0.076113384 0.01842771 -0.0060482131 -0.99667367 -0.99275996 -0.99654064 -0.029461913 -0.084376762 0.10074789 -0.99590036 -0.99754503 -0.99504298 -0.097122835 -0.039561886 -0.054821896 -0.99662474 -0.99929097 -0.99715752 -0.99797237 -0.99879494 -0.99797237 -0.99879494 -0.99645316 -0.99991721 -0.993472 -0.99528437 -0.99869585 -0.99967043 -0.99720497 -0.99029766 -0.99669495 -0.99809595 -0.99012472 -0.9976144 -0.020005744 0.21234796 0.46552508 -0.9966077 -0.9930446 -0.99488302 -0.9970498 -0.99288054 -0.99692498 0.15322251 -0.0085673308 0.23363094 -0.99517802 -0.9982421 -0.995936 -0.99606208 -0.99703422 -0.99502512 0.047905446 -0.19412723 0.073319687 -0.99989278 -0.99727464 0.66003688 -0.99947946 -0.99958203 0.60844786 -0.99720378 -0.99453695 -0.056741167 -0.99957244 -0.99956029 0.66715565 "STANDING"
